ResponseId;Question;Question_Text;Response_Text;Human_Actor_Comparator;Human_Characteristics;Iteration1_Actor_Comparator;Iteration1_Characteristics;Iteration1_Themes;Iteration1_SubThemes;Iteration1_Reasonings;Iteration2_Actor_Comparator;Iteration2_Characteristics;Iteration2_Themes;Iteration2_SubThemes;Iteration2_Reasonings;Iteration3_Actor_Comparator;Iteration3_Characteristics;Iteration3_Themes;Iteration3_SubThemes;Iteration3_Reasonings;Human_Chunks;Iteration1_Chunks;Iteration2_Chunks;Iteration3_Chunks;Iteration1_Agreement;Iteration2_Agreement;Iteration3_Agreement;Iteration1_Multiset_Agreement;Iteration2_Multiset_Agreement;Iteration3_Multiset_Agreement;Iteration1_Actor_Agreement;Iteration2_Actor_Agreement;Iteration3_Actor_Agreement;LLM_Inter_Agreement_Set;LLM_Inter_Agreement_Multiset;Iteration1_ACChar_Multiset_Agreement;Iteration2_ACChar_Multiset_Agreement;Iteration3_ACChar_Multiset_Agreement
R_4AYVtTmMd0q7vte;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;No;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
R_4C4j4KNUq9N3VGC;Question 40;Please describe any differences in how it impacted your learning (comparing GenAI and your teacher)?;GenAI gives instant answers anytime. while a teacher offers personalized feedback and better interaction for deeper understanding.;['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'In-depth'];['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'Understanding'];['Processes', 'Relational', 'Sense-making'];['Access', 'Relational', 'Sense-making'];"[""The phrase 'gives instant answers anytime' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of GenAI feedback."", ""The phrase 'offers personalized feedback' explicitly refers to the teacher providing feedback that is tailored and supportive, which aligns with the Personal code under the Relational theme."", ""The phrase 'better interaction for deeper understanding' indicates that teacher feedback facilitates comprehension, which aligns with the Understanding code under the Sense-making theme.""]";['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'Understanding'];['Processes', 'Relational', 'Sense-making'];['Access', 'Relational', 'Sense-making'];"[""The phrase 'gives instant answers anytime' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of GenAI feedback."", ""The phrase 'offers personalized feedback' explicitly refers to the teacher providing feedback that is tailored and supportive, aligning with the Personal code."", ""The phrase 'better interaction for deeper understanding' indicates that teacher feedback facilitates comprehension, which aligns with the Understanding code.""]";['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'Understanding'];['Processes', 'Relational', 'Sense-making'];['Access', 'Relational', 'Sense-making'];"[""The phrase 'gives instant answers anytime' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of GenAI feedback compared to teachers."", ""The phrase 'offers personalized feedback' explicitly refers to the teacher providing feedback that is tailored and supportive, which aligns with the Personal code under the Relational theme."", ""The phrase 'better interaction for deeper understanding' indicates that teacher feedback facilitates comprehension and deeper learning, which aligns with the Understanding code.""]";3;3;3;3;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;1.0;0.5;0.5;0.5
R_4C4j4KNUq9N3VGC;Question 41;Were there any differences in how the feedback made you feel (comparing GenAI and your teacher)?;The feedback from GenAI felt more neutral and efficient while my teacher's feedback was more personal and encouraging.;['A-more', 'T-more'];['No impact', 'Positive'];['A-more', 'A-more', 'T-more', 'T-more'];['Objective', 'Speed', 'Personal', 'Positive'];['Information', 'Processes', 'Relational', 'Feeling'];['Tone', 'Access', 'Relational', 'Feeling'];"[""The phrase 'felt more neutral' indicates that the feedback from GenAI was perceived as less emotionally charged or biased, aligning with the Objective code which captures neutrality in feedback."", ""The term 'efficient' suggests that GenAI feedback was perceived as time-efficient or fast, which directly maps to the Speed code."", ""The phrase 'more personal' explicitly highlights the relational quality of the teacher's feedback, aligning with the Personal code which captures supportive and relational aspects."", ""The term 'encouraging' directly indicates a positive emotional impact, which aligns with the Positive code capturing feelings of motivation or encouragement.""]";['A-more', 'A-more', 'T-more', 'T-more'];['No impact', 'Speed', 'Personal', 'Positive'];['Feeling', 'Processes', 'Relational', 'Feeling'];['Feeling', 'Access', 'Relational', 'Feeling'];"[""The phrase 'felt more neutral' indicates that the feedback from GenAI did not evoke strong emotional responses, aligning with the No impact code which captures indifference or lack of emotional impact."", ""The term 'efficient' suggests that GenAI feedback was time-efficient or fast, which directly maps to the Speed code under the Access sub-theme."", ""The phrase 'more personal' explicitly highlights the relational quality of the teacher's feedback, aligning with the Personal code which captures supportive and relational aspects."", ""The term 'encouraging' directly indicates a positive emotional impact, which aligns with the Positive code capturing feelings of motivation or encouragement.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Objective', 'Speed', 'Personal', 'Positive'];['Information', 'Processes', 'Relational', 'Feeling'];['Tone', 'Access', 'Relational', 'Feeling'];"[""The phrase 'felt more neutral' suggests that GenAI feedback is perceived as less emotionally charged or biased, aligning with the Objective code which captures neutrality in tone."", ""The term 'efficient' implies time-saving or immediacy, which directly maps to the Speed code under the Access sub-theme."", ""The phrase 'more personal' explicitly highlights a relational quality of teacher feedback, aligning with the Personal code which captures supportive and relational aspects."", ""The term 'encouraging' directly indicates a positive emotional impact, which aligns with the Positive code capturing feelings of motivation or encouragement.""]";2;4;4;4;0.2;0.5;0.2;0.2;0.5;0.2;1.0;1.0;1.0;0.7333333333333334;0.7333333333333334;0.2;0.5;0.2
R_4C4j4KNUq9N3VGC;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;GenAI feedback was quicker and focused on facts while my teacher provided more detailed explanations and emotional support.;['A-more', 'T-more', 'T-more'];['Speed', 'Specificity', 'Personal'];['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'Objective', 'In-depth', 'Personal'];['Processes', 'Information', 'Information', 'Relational'];['Access', 'Quality', 'Quality', 'Relational'];"[""The phrase 'GenAI feedback was quicker' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of AI feedback compared to the teacher."", ""The phrase 'focused on facts' suggests that GenAI feedback is more objective, aligning with the Objective code which captures feedback that is unbiased and fact-based."", ""The phrase 'provided more detailed explanations' indicates that teacher feedback is more in-depth, aligning with the In-depth code which captures detailed and nuanced information."", ""The phrase 'emotional support' suggests that teacher feedback is more personal and supportive, aligning with the Personal code which captures relational and supportive aspects of feedback.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'Objective', 'In-depth', 'Personal'];['Processes', 'Information', 'Information', 'Relational'];['Access', 'Quality', 'Quality', 'Relational'];"[""The phrase 'GenAI feedback was quicker' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of AI feedback compared to the teacher."", ""The phrase 'focused on facts' suggests that GenAI feedback is more objective, aligning with the Objective code which captures feedback that is factual and unbiased."", ""The phrase 'provided more detailed explanations' indicates that teacher feedback is more comprehensive, aligning with the In-depth code which captures detailed and nuanced information."", ""The phrase 'emotional support' suggests a relational and supportive aspect of teacher feedback, aligning with the Personal code which captures relational and supportive interactions.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'Objective', 'In-depth', 'Personal'];['Processes', 'Information', 'Information', 'Relational'];['Access', 'Quality', 'Quality', 'Relational'];"[""The phrase 'GenAI feedback was quicker' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of AI feedback compared to the teacher."", ""The phrase 'focused on facts' suggests that GenAI feedback is more objective and fact-based, aligning with the Objective code which captures unbiased and factual feedback."", ""The phrase 'provided more detailed explanations' indicates that teacher feedback is more comprehensive and nuanced, which aligns with the In-depth code."", ""The phrase 'emotional support' suggests that teacher feedback is more relational and supportive, aligning with the Personal code which captures relational and empathetic interactions.""]";3;4;4;4;0.4;0.4;0.4;0.4;0.4;0.4;1.0;1.0;1.0;1.0;1.0;0.4;0.4;0.4
R_4CKOoHgU8hp01rg;Question 40;Please describe any differences in how it impacted your learning (comparing GenAI and your teacher)?;"Immediate Accessibility vs. Depth of Understanding:
GenAI: Provides instant feedback, which is great for quick answers, revision, or clarification of simple concepts. This immediate response helps with surface-level learning and understanding new topics quickly. However, it may not delve deeply into why something is correct or incorrect, which can limit deeper conceptual learning.
Teacher: While teacher feedback might take longer, it often fosters a deeper understanding. Teachers provide context, explain thought processes, and focus on correcting misunderstandings in a more thorough manner. This depth helps with mastering difficult topics and long-term retention.
Adaptability to Learning Styles:
GenAI: Can adapt to different inputs and provide general explanations, but lacks the nuanced understanding of your individual learning preferences. It often presents information in a neutral, one-size-fits-all manner, which might not always align with your learning style.
Teacher: Can tailor feedback to your personal learning preferences and adjust explanations based on your strengths and weaknesses. This personalized guidance can be more effective in addressing gaps in your knowledge.
Self-Learning vs. Guided Learning:
GenAI: Encourages a degree of self-learning and exploration. Since you often have to interpret and apply the feedback yourself, it can build self-reliance and problem-solving skills. However, this may sometimes leave you without the clarity or support you need for more complex issues.
Teacher: Offers a more guided learning experience, ensuring you understand each step of the process. They can break down complicated problems, helping you connect concepts in ways you might not have thought of independently.
Motivation and Confidence:
GenAI: Provides neutral, objective feedback, which can be helpful, but it lacks emotional encouragement or personalized support. While it may clarify doubts, it doesn’t necessarily boost motivation or confidence as much.
Teacher:";['A-more', 'A-less'];['Speed', 'In-depth'];['A-more', 'A-less', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'In-depth', 'In-depth', 'Contextualised', 'Personal', 'Personal', 'Less effort', 'Before submission', 'Positive', 'Positive'];['Processes', 'Information', 'Information', 'Information', 'Relational', 'Relational', 'Processes', 'Processes', 'Feeling', 'Feeling'];['Access', 'Quality', 'Quality', 'Quality', 'Relational', 'Relational', 'Effort', 'Effort', 'Feeling', 'Feeling'];"[""The phrase 'Provides instant feedback' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of GenAI feedback."", ""The statement 'it may not delve deeply into why something is correct or incorrect' explicitly indicates a lack of depth in GenAI feedback, aligning with the In-depth code."", ""The description 'fosters a deeper understanding' and 'provides context, explain thought processes' highlights the thoroughness and depth of teacher feedback, which matches the In-depth code."", ""The phrase 'provides context' directly refers to feedback that is adapted to the situation, aligning with the Contextualised code."", ""The statement 'lacks the nuanced understanding of your individual learning preferences' indicates that GenAI feedback is less personalized, aligning with the Personal code."", ""The statement 'can tailor feedback to your personal learning preferences' explicitly highlights the personalized nature of teacher feedback, aligning with the Personal code."", ""The statement 'encourages a degree of self-learning and exploration' implies that GenAI requires less direct effort from the teacher, aligning with the Less effort code."", ""The statement 'offers a more guided learning experience' suggests that teacher feedback involves more effort in guiding students through the learning process, aligning with the Before submission code."", ""The statement 'lacks emotional encouragement or personalized support' indicates that GenAI feedback provides less positive emotional impact, aligning with the Positive code."", ""The statement 'personalized guidance can be more effective in addressing gaps in your knowledge' implies that teacher feedback provides more emotional encouragement and support, aligning with the Positive code.""]";['A-more', 'A-less', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'In-depth', 'In-depth', 'Contextualised', 'Personal', 'Personal', 'Less effort', 'Before submission', 'Positive', 'Positive'];['Processes', 'Information', 'Information', 'Information', 'Relational', 'Relational', 'Processes', 'Processes', 'Feeling', 'Feeling'];['Access', 'Quality', 'Quality', 'Quality', 'Relational', 'Relational', 'Effort', 'Effort', 'Feeling', 'Feeling'];"[""The phrase 'Provides instant feedback' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of GenAI feedback."", ""The statement 'it may not delve deeply into why something is correct or incorrect' explicitly indicates a lack of depth in GenAI feedback, aligning with the In-depth code."", ""The description 'fosters a deeper understanding' and 'provides context, explain thought processes' highlights the thoroughness and depth of teacher feedback, which matches the In-depth code."", ""The phrase 'provides context, explain thought processes' indicates that teacher feedback is adapted to the context of the learning material, aligning with the Contextualised code."", ""The statement 'lacks the nuanced understanding of your individual learning preferences' suggests that GenAI feedback is less personalized, aligning with the Personal code."", ""The statement 'can tailor feedback to your personal learning preferences' explicitly highlights the personalized nature of teacher feedback, aligning with the Personal code."", ""The statement 'encourages a degree of self-learning and exploration' implies that GenAI reduces the effort required for guided learning, aligning with the Less effort code."", ""The statement 'offers a more guided learning experience, ensuring you understand each step' indicates that teacher feedback involves more effort in guiding students through the learning process, aligning with the Before submission code."", ""The statement 'lacks emotional encouragement or personalized support' suggests that GenAI feedback has less positive emotional impact, aligning with the Positive code."", ""The statement 'personalized guidance can be more effective in addressing gaps in your knowledge' implies that teacher feedback provides more emotional encouragement and support, aligning with the Positive code.""]";['A-more', 'A-less', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'In-depth', 'In-depth', 'Contextualised', 'Personal', 'Personal', 'Less effort', 'Less effort', 'Positive', 'Positive'];['Processes', 'Information', 'Information', 'Information', 'Relational', 'Relational', 'Processes', 'Processes', 'Feeling', 'Feeling'];['Access', 'Quality', 'Quality', 'Quality', 'Relational', 'Relational', 'Effort', 'Effort', 'Feeling', 'Feeling'];"[""The phrase 'Provides instant feedback' directly maps to the Speed code, as it highlights the immediacy and time-efficiency of GenAI feedback."", ""The statement 'it may not delve deeply into why something is correct or incorrect' explicitly indicates a lack of depth in GenAI feedback, aligning with the In-depth code."", ""The description 'fosters a deeper understanding' and 'provides context, explain thought processes' highlights the thoroughness of teacher feedback, which aligns with the In-depth code."", ""The phrase 'provides context' directly maps to the Contextualised code, as it emphasizes the adaptation of feedback to specific learning situations."", ""The statement 'lacks the nuanced understanding of your individual learning preferences' indicates that GenAI feedback is less personalized, aligning with the Personal code."", ""The statement 'can tailor feedback to your personal learning preferences' explicitly highlights the personalized nature of teacher feedback, aligning with the Personal code."", ""The phrase 'encourages a degree of self-learning and exploration' implies that GenAI requires less direct effort from the teacher, aligning with the Less effort code."", ""The statement 'offers a more guided learning experience' suggests that teachers reduce the effort required by students to understand complex topics, aligning with the Less effort code."", ""The statement 'lacks emotional encouragement or personalized support' indicates that GenAI feedback provides less positive emotional impact, aligning with the Positive code."", ""The statement 'personalized guidance can be more effective' implies that teacher feedback provides more emotional encouragement and support, aligning with the Positive code.""]";2;10;10;10;0.2857142857142857;0.2857142857142857;0.3333333333333333;0.2;0.2;0.2;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.9047619047619048;0.8787878787878789;0.2;0.2;0.2
R_4CKOoHgU8hp01rg;Question 41;Were there any differences in how the feedback made you feel (comparing GenAI and your teacher)?;No;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
R_4CKOoHgU8hp01rg;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;"Depth of Feedback:
GenAI: Provides general and broad feedback based on the information it has been trained on, with a focus on a variety of subjects and technical accuracy. It may offer suggestions for improving clarity, structure, and logic, but sometimes lacks detailed, personalized insight.
Teacher: Offers more specific, individualized feedback. A teacher can pinpoint exactly where your misunderstandings lie and offer tailored advice based on your learning history, class discussions, and personal strengths/weaknesses.
Interaction and Clarification:
GenAI: While it can provide immediate responses, any clarification requests might lead to further iterations that don’t fully address specific nuances or educational standards.
Teacher: Can provide real-time interaction, and their feedback can evolve during a conversation. Teachers can adapt their feedback based on your immediate questions and guide you through complex concepts interactively.
Personal Context:
GenAI: Offers neutral and objective responses, not necessarily aware of your personal goals, context, or progress unless you provide that background explicitly.
Teacher: Knows your academic history, learning style, and class performance, allowing them to give feedback that aligns with your personal development and educational goals.
Focus on Practical Application:
GenAI: May provide theoretical advice and focus on ideal answers. It doesn’t always account for real-world applications or specific academic contexts unless explicitly prompted.
Teacher: Can emphasize the practical application of knowledge, often linking feedback to how concepts will be tested, used in projects, or applied in professional settings.";['A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'Contextualised', 'Relevance', 'Personal'];['A-less', 'T-more', 'T-more', 'A-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more', 'A-less', 'T-more'];['In-depth', 'Specificity', 'Personal', 'Speed', 'Less effort', 'Less effort', 'Objective', 'Personal', 'Contextualised', 'Contextualised', 'Relevance', 'Relevance'];['Information', 'Information', 'Relational', 'Processes', 'Processes', 'Processes', 'Information', 'Relational', 'Information', 'Information', 'Information', 'Information'];['Quality', 'Quality', 'Personal', 'Access', 'Effort', 'Effort', 'Quality', 'Personal', 'Contextualised', 'Contextualised', 'Quality', 'Quality'];"[""The statement 'GenAI... sometimes lacks detailed, personalized insight' explicitly indicates that AI feedback is less in-depth compared to teacher feedback."", ""The phrase 'offers more specific, individualized feedback' directly highlights that teacher feedback is more specific than AI feedback."", ""The statement 'a teacher can pinpoint exactly where your misunderstandings lie and offer tailored advice based on your learning history, class discussions, and personal strengths/weaknesses' emphasizes the personal and relational nature of teacher feedback."", ""The phrase 'GenAI... can provide immediate responses' directly indicates that AI feedback is faster compared to teacher feedback."", ""The statement 'any clarification requests might lead to further iterations that don't fully address specific nuances or educational standards' suggests that using AI requires more effort to achieve clarity compared to teacher feedback."", ""The statement 'teachers can adapt their feedback based on your immediate questions and guide you through complex concepts interactively' implies that teacher feedback requires less effort to understand and engage with compared to AI feedback."", ""The statement 'GenAI... offers neutral and objective responses' explicitly highlights the objective nature of AI feedback."", ""The statement 'knows your academic history, learning style, and class performance' emphasizes the personal and contextualized nature of teacher feedback."", ""The statement 'not necessarily aware of your personal goals, context, or progress unless you provide that background explicitly' indicates that AI feedback is less contextualized compared to teacher feedback."", ""The statement 'allowing them to give feedback that aligns with your personal development and educational goals' highlights that teacher feedback is more contextualized and tailored to the student's specific needs."", ""The statement 'doesn't always account for real-world applications or specific academic contexts unless explicitly prompted' suggests that AI feedback is less relevant to practical or academic contexts compared to teacher feedback."", ""The statement 'can emphasize the practical application of knowledge, often linking feedback to how concepts will be tested, used in projects, or applied in professional settings' indicates that teacher feedback is more relevant to real-world and academic applications.""]";['A-less', 'T-more', 'T-more', 'A-more', 'A-less', 'T-more', 'A-less', 'T-more'];['In-depth', 'Specificity', 'Personal', 'Speed', 'Personal', 'Personal', 'Contextualised', 'Contextualised'];['Information', 'Information', 'Relational', 'Processes', 'Relational', 'Relational', 'Information', 'Information'];['Quality', 'Quality', 'Relational', 'Access', 'Relational', 'Relational', 'Contextualised', 'Contextualised'];"[""The statement 'GenAI... sometimes lacks detailed, personalized insight' explicitly contrasts AI's feedback as less detailed and personalized, aligning with the In-depth code which captures depth and nuance."", ""The phrase 'offers more specific, individualized feedback' directly indicates that teacher feedback is more specific, aligning with the Specificity code which captures detailed and precise information."", ""The statement 'a teacher can pinpoint exactly where your misunderstandings lie and offer tailored advice based on your learning history, class discussions, and personal strengths/weaknesses' highlights the teacher's ability to provide personalized feedback, aligning with the Personal code."", ""The phrase 'GenAI... can provide immediate responses' directly indicates faster access to feedback, aligning with the Speed code which captures immediacy and time efficiency."", ""The statement 'GenAI... not necessarily aware of your personal goals, context, or progress unless you provide that background explicitly' indicates a lack of personal connection, aligning with the Personal code in a negative comparative sense."", ""The statement 'Teacher... knows your academic history, learning style, and class performance' highlights the teacher's ability to provide feedback that is relational and personalized, aligning with the Personal code."", ""The statement 'GenAI... doesn't always account for real-world applications or specific academic contexts unless explicitly prompted' indicates a lack of contextual adaptation, aligning with the Contextualised code in a negative comparative sense."", ""The statement 'Teacher... can emphasize the practical application of knowledge, often linking feedback to how concepts will be tested, used in projects, or applied in professional settings' highlights the teacher's ability to provide contextually adapted feedback, aligning with the Contextualised code.""]";['A-less', 'T-more', 'T-more', 'A-more', 'T-more', 'A-more', 'T-more', 'T-more', 'A-more', 'T-more'];['In-depth', 'Specificity', 'Personal', 'Speed', 'Less effort', 'Objective', 'Personal', 'Contextualised', 'Theoretical', 'Utility'];['Information', 'Information', 'Relational', 'Processes', 'Processes', 'Information', 'Relational', 'Information', 'Information', 'Information'];['Quality', 'Quality', 'Relational', 'Access', 'Effort', 'Quality', 'Relational', 'Quality', 'Quality', 'Quality'];"[""The statement 'GenAI... sometimes lacks detailed, personalized insight' explicitly contrasts AI's feedback as less detailed and personalized compared to teacher feedback, aligning with the In-depth code."", ""The phrase 'Offers more specific, individualized feedback' directly indicates that teacher feedback is more specific, which aligns with the Specificity code."", ""The statement 'A teacher can pinpoint exactly where your misunderstandings lie and offer tailored advice based on your learning history, class discussions, and personal strengths/weaknesses' highlights the teacher's ability to provide personalized feedback, which aligns with the Personal code."", ""The phrase 'While it can provide immediate responses' explicitly highlights the speed of GenAI feedback, which aligns with the Speed code."", ""The statement 'Teachers can adapt their feedback based on your immediate questions and guide you through complex concepts interactively' suggests that teacher feedback reduces the effort required to understand complex concepts, aligning with the Less effort code."", ""The statement 'GenAI... offers neutral and objective responses' explicitly describes AI feedback as objective, which aligns with the Objective code."", ""The statement 'Teacher... knows your academic history, learning style, and class performance' highlights the teacher's relational knowledge, which aligns with the Personal code."", ""The statement 'Teacher... allows them to give feedback that aligns with your personal development and educational goals' indicates that teacher feedback is adapted to the student's specific context, aligning with the Contextualised code."", ""The statement 'GenAI... may provide theoretical advice and focus on ideal answers' explicitly describes AI feedback as theoretical, which aligns with the Theoretical code."", ""The statement 'Teacher... can emphasize the practical application of knowledge' highlights the utility of teacher feedback in linking concepts to real-world applications, aligning with the Utility code.""]";4;12;8;10;0.5;0.5;0.3;0.3333333333333333;0.3333333333333333;0.2727272727272727;1.0;1.0;1.0;0.6268518518518519;0.5366300366300366;0.3333333333333333;0.3333333333333333;0.2727272727272727
R_4Ka5vRl3NuBJ1Af;Question 40;Please describe any differences in how it impacted your learning (comparing GenAI and your teacher)?;Feedbacks from Gen AI are generic but broader in persepctives which may further spur more thoughts. Feedbacks from teacher are personalized and more specific;['A-less', 'T-more'];['Specificity', 'Contextualised'];['A-more', 'A-less', 'T-more'];['In-depth', 'Specificity', 'Specificity'];['Information', 'Information', 'Information'];['Quality', 'Quality', 'Quality'];"[""The phrase 'broader in perspectives' suggests that GenAI provides feedback that is more expansive and nuanced, aligning with the In-depth code which captures detailed or nuanced information."", ""The term 'generic' indicates that GenAI feedback lacks specificity, which directly contrasts with the Specificity code that captures detailed and precise information."", ""The phrase 'personalized and more specific' explicitly highlights that teacher feedback is more detailed and tailored, aligning with the Specificity code.""]";['A-more', 'A-more', 'T-more', 'T-more'];['In-depth', 'Reflection', 'Specificity', 'Personal'];['Information', 'Sense-making', 'Information', 'Relational'];['Quality', 'Sense-making', 'Quality', 'Relational'];"[""The phrase 'broader in perspectives' suggests that GenAI feedback provides a wider or more comprehensive view, which aligns with the In-depth code capturing nuanced or broad information."", ""The phrase 'may further spur more thoughts' indicates that GenAI feedback encourages reflective thinking, which aligns with the Reflection code."", ""The phrase 'personalized and more specific' directly indicates that teacher feedback is detailed and tailored, which aligns with the Specificity code."", ""The term 'personalized' explicitly highlights the relational aspect of teacher feedback, indicating a closer, more supportive connection, which aligns with the Personal code.""]";['A-more', 'A-more', 'T-more', 'T-more'];['In-depth', 'Reflection', 'Specificity', 'Personal'];['Information', 'Sense-making', 'Information', 'Relational'];['Quality', 'Sense-making', 'Quality', 'Relational'];"[""The phrase 'broader in perspectives' suggests that GenAI feedback provides a wider or more comprehensive view, which aligns with the In-depth code capturing nuanced or expansive information."", ""The statement 'may further spur more thoughts' indicates that GenAI feedback encourages reflective thinking, which directly maps to the Reflection code."", ""The phrase 'personalized and more specific' explicitly highlights that teacher feedback is detailed and tailored, which aligns with the Specificity code capturing precise and detailed information."", ""The term 'personalized' directly refers to the relational aspect of teacher feedback being tailored to the individual, which aligns with the Personal code capturing supportive and individualized feedback.""]";2;3;4;4;0.3333333333333333;0.2;0.2;0.25;0.2;0.2;0.6666666666666666;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.6;0.25;0.0;0.0
R_4Ka5vRl3NuBJ1Af;Question 41;Were there any differences in how the feedback made you feel (comparing GenAI and your teacher)?;both are equally useful and can be combined to achieve better outcomes;['B-similar'];['Utility'];['B-similar'];['Importance'];['Value'];['Value'];"[""The phrase 'both are equally useful' explicitly indicates that the student perceives both AI and teacher feedback as having comparable value, aligning with the Importance code which captures perceived significance.""]";['B-similar'];['Importance'];['Value'];['Value'];"[""The phrase 'both are equally useful' explicitly indicates that the student perceives both AI and teacher feedback as having comparable value, aligning with the Importance code.""]";['B-similar'];['Importance'];['Value'];['Value'];"[""The phrase 'both are equally useful' explicitly indicates that the student perceives both AI and teacher feedback as having comparable value, aligning with the Importance code.""]";1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
R_4Ka5vRl3NuBJ1Af;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;Gen AI allowed me to take my time to ask for feedbacks and any follow-up quesitons, while from teachers, sometimes there's an unspoken pressure to keep the question/answer process to be efficient (as quick and as precise as possible);['A-more', 'T-more'];['Ease', 'Risky'];['A-more', 'T-more'];['Less effort', 'Risky'];['Processes', 'Relational'];['Effort', 'Risky'];"[""The phrase 'allowed me to take my time to ask for feedbacks and any follow-up questions' suggests that interacting with GenAI reduces the effort or pressure associated with the feedback process, making it easier for the student to engage at their own pace."", ""The statement 'there's an unspoken pressure to keep the question/answer process to be efficient' implies a sense of vulnerability or risk in interactions with teachers, as the student feels judged or constrained by expectations of efficiency.""]";['A-more', 'T-more'];['Ease', 'Risky'];['Processes', 'Relational'];['Access', 'Risky'];"[""The phrase 'allowed me to take my time to ask for feedbacks and any follow-up questions' indicates that GenAI provides a more relaxed and accessible process for seeking feedback, aligning with the Ease code which captures accessibility and convenience."", ""The statement 'there's an unspoken pressure to keep the question/answer process to be efficient' suggests a sense of vulnerability or discomfort in interactions with teachers, aligning with the Risky code which captures feelings of being judged or under pressure.""]";['A-more', 'T-more'];['Less effort', 'Risky'];['Processes', 'Relational'];['Effort', 'Risky'];"[""The phrase 'allowed me to take my time to ask for feedbacks and any follow-up questions' suggests that interacting with GenAI reduces the effort or pressure associated with the feedback process, making it easier and more flexible for the student."", ""The statement 'there's an unspoken pressure to keep the question/answer process to be efficient' implies a sense of vulnerability or discomfort when interacting with teachers, aligning with the Risky code which captures feelings of judgment or pressure in relational dynamics.""]";2;2;2;2;0.3333333333333333;1.0;0.3333333333333333;0.3333333333333333;1.0;0.3333333333333333;1.0;1.0;1.0;0.5555555555555555;0.5555555555555555;0.3333333333333333;1.0;0.3333333333333333
