ResponseId;Question;Question_Text;Response_Text;Human_Actor_Comparator;Human_Characteristics;Iteration1_Actor_Comparator;Iteration1_Characteristics;Iteration1_Themes;Iteration1_SubThemes;Iteration1_Reasonings;Iteration2_Actor_Comparator;Iteration2_Characteristics;Iteration2_Themes;Iteration2_SubThemes;Iteration2_Reasonings;Iteration3_Actor_Comparator;Iteration3_Characteristics;Iteration3_Themes;Iteration3_SubThemes;Iteration3_Reasonings;Human_Chunks;Iteration1_Chunks;Iteration2_Chunks;Iteration3_Chunks;Iteration1_Agreement;Iteration2_Agreement;Iteration3_Agreement;Iteration1_Multiset_Agreement;Iteration2_Multiset_Agreement;Iteration3_Multiset_Agreement;Iteration1_Actor_Agreement;Iteration2_Actor_Agreement;Iteration3_Actor_Agreement;LLM_Inter_Agreement_Set;LLM_Inter_Agreement_Multiset;Iteration1_ACChar_Multiset_Agreement;Iteration2_ACChar_Multiset_Agreement;Iteration3_ACChar_Multiset_Agreement
R_4AYVtTmMd0q7vte;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;No;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
R_4C4j4KNUq9N3VGC;Question 40;Please describe any differences in how it impacted your learning (comparing GenAI and your teacher)?;GenAI gives instant answers anytime. while a teacher offers personalized feedback and better interaction for deeper understanding.;['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'In-depth'];['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'Understanding'];['Processes', 'Relational', 'Sense-making'];['Access', 'Relational', 'Sense-making'];"[""The phrase 'GenAI gives instant answers anytime' directly indicates the immediacy and time-efficiency of AI feedback, which aligns with the Speed code under the Access sub-theme."", ""The phrase 'a teacher offers personalized feedback' explicitly highlights the tailored and individual nature of teacher feedback, which matches the Personal code under the Relational sub-theme."", ""The phrase 'better interaction for deeper understanding' suggests that teacher feedback facilitates comprehension and clarity, which aligns with the Understanding code under the Sense-making sub-theme.""]";['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'Understanding'];['Processes', 'Relational', 'Sense-making'];['Access', 'Relational', 'Sense-making'];"[""The phrase 'GenAI gives instant answers anytime' directly indicates the immediacy and time-efficiency of AI feedback, which aligns with the Speed code under the Access sub-theme."", ""The phrase 'a teacher offers personalized feedback' explicitly highlights the tailored and individual nature of teacher feedback, which matches the Personal code under the Relational sub-theme."", ""The phrase 'better interaction for deeper understanding' suggests that teacher feedback facilitates comprehension and clarity, which aligns with the Understanding code under the Sense-making sub-theme.""]";['A-more', 'T-more', 'T-more'];['Speed', 'Personal', 'Understanding'];['Processes', 'Relational', 'Sense-making'];['Access', 'Relational', 'Sense-making'];"[""The phrase 'GenAI gives instant answers anytime' directly indicates the immediacy and time-efficiency of AI feedback, which aligns with the Speed code under the Access sub-theme."", ""The phrase 'a teacher offers personalized feedback' explicitly highlights the tailored and individual nature of teacher feedback, which matches the Personal code under the Relational sub-theme."", ""The phrase 'better interaction for deeper understanding' suggests that teacher feedback facilitates comprehension and clarity, which aligns with the Understanding code under the Sense-making sub-theme.""]";3;3;3;3;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;1.0;0.5;0.5;0.5
R_4C4j4KNUq9N3VGC;Question 41;Were there any differences in how the feedback made you feel (comparing GenAI and your teacher)?;The feedback from GenAI felt more neutral and efficient while my teacher's feedback was more personal and encouraging.;['A-more', 'T-more'];['No impact', 'Positive'];['A-more', 'A-more', 'T-more', 'T-more'];['No impact', 'Speed', 'Personal', 'Positive'];['Feeling', 'Processes', 'Relational', 'Feeling'];['Feeling', 'Access', 'Relational', 'Feeling'];"[""The phrase 'felt more neutral' indicates that the feedback from GenAI did not evoke significant emotional responses. The No impact code captures emotionally neutral feedback, which aligns with the student's description of GenAI feedback."", ""The term 'efficient' suggests that GenAI feedback was delivered in a time-effective manner. The Speed code captures immediacy and efficiency, which matches the student's description of GenAI feedback."", ""The phrase 'more personal' directly indicates that the teacher's feedback was tailored and relational. The Personal code captures feedback that demonstrates awareness of individual needs or fosters a sense of connection, which aligns with the student's description of teacher feedback."", ""The term 'encouraging' explicitly indicates that the teacher's feedback evoked positive emotions. The Positive code captures feedback that creates a sense of motivation or support, which matches the student's description of teacher feedback.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'No impact', 'Personal', 'Positive'];['Processes', 'Feeling', 'Relational', 'Feeling'];['Access', 'Feeling', 'Relational', 'Feeling'];"[""The student describes GenAI feedback as 'efficient,' which directly relates to the immediacy and time-saving aspects of receiving feedback. This aligns with the Speed code under the Access sub-theme."", ""The student mentions that GenAI feedback 'felt more neutral,' indicating an emotionally indifferent response. This aligns with the No impact code, which captures feedback that does not evoke significant positive or negative emotions."", ""The student describes teacher feedback as 'more personal,' which directly reflects the Personal code. This code captures feedback that demonstrates awareness of individual needs or fosters a sense of connection."", ""The student describes teacher feedback as 'encouraging,' which explicitly indicates a positive emotional impact. This aligns with the Positive code, which captures feedback that evokes feelings of motivation or support.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'No impact', 'Personal', 'Positive'];['Processes', 'Feeling', 'Relational', 'Feeling'];['Access', 'Feeling', 'Relational', 'Feeling'];"[""The student describes GenAI feedback as 'efficient,' which directly relates to the immediacy and time-saving aspects of receiving feedback. This aligns with the Speed code under the Access sub-theme."", ""The student mentions that GenAI feedback 'felt more neutral,' indicating an emotionally indifferent response. This aligns with the No impact code, which captures feedback that does not evoke significant positive or negative emotions."", ""The student describes teacher feedback as 'more personal,' which directly reflects the Personal code. This code captures feedback that demonstrates awareness of individual needs or fosters a sense of connection."", ""The student describes teacher feedback as 'encouraging,' which explicitly indicates a positive emotional impact. This aligns with the Positive code, which captures feedback that evokes feelings of motivation or support.""]";2;4;4;4;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;1.0;0.5;0.5;0.5
R_4C4j4KNUq9N3VGC;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;GenAI feedback was quicker and focused on facts while my teacher provided more detailed explanations and emotional support.;['A-more', 'T-more', 'T-more'];['Speed', 'Specificity', 'Personal'];['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'Objective', 'In-depth', 'Personal'];['Processes', 'Information', 'Information', 'Relational'];['Access', 'Quality', 'Quality', 'Relational'];"[""The phrase 'GenAI feedback was quicker' directly indicates that AI feedback is faster compared to teacher feedback. This aligns with the Speed code, which captures immediacy and time efficiency."", ""The phrase 'focused on facts' suggests that GenAI feedback is more impartial and fact-based. This aligns with the Objective code, which captures feedback grounded in factual or consistent standards."", ""The phrase 'provided more detailed explanations' indicates that teacher feedback is more comprehensive and nuanced. This aligns with the In-depth code, which captures thorough and layered feedback."", ""The phrase 'emotional support' suggests that teacher feedback includes relational and personal elements. This aligns with the Personal code, which captures feedback that fosters a sense of connection or tailored guidance.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'Objective', 'In-depth', 'Personal'];['Processes', 'Information', 'Information', 'Relational'];['Access', 'Quality', 'Quality', 'Relational'];"[""The phrase 'GenAI feedback was quicker' explicitly highlights the immediacy of AI feedback compared to teacher feedback. This aligns with the Speed code, which captures the efficiency and time-saving aspects of feedback."", ""The phrase 'focused on facts' indicates that GenAI feedback is more impartial and grounded in factual information. This aligns with the Objective code, which captures feedback that is free of personal bias and based on consistent standards."", ""The phrase 'provided more detailed explanations' suggests that teacher feedback is more comprehensive and nuanced. This aligns with the In-depth code, which captures feedback that offers thorough and layered explanations."", ""The phrase 'emotional support' implies that teacher feedback includes a relational and personal element, fostering a sense of connection. This aligns with the Personal code, which captures feedback that demonstrates awareness of individual needs and preferences.""]";['A-more', 'A-more', 'T-more', 'T-more'];['Speed', 'Objective', 'In-depth', 'Personal'];['Processes', 'Information', 'Information', 'Relational'];['Access', 'Quality', 'Quality', 'Relational'];"[""The phrase 'GenAI feedback was quicker' explicitly highlights the immediacy of AI feedback compared to teacher feedback. This aligns with the Speed code, which captures the efficiency and time-saving aspects of feedback."", ""The phrase 'focused on facts' indicates that GenAI feedback is more impartial and grounded in factual information. This aligns with the Objective code, which captures feedback that is free of personal bias and based on consistent standards."", ""The phrase 'provided more detailed explanations' suggests that teacher feedback is more comprehensive and nuanced. This aligns with the In-depth code, which captures feedback that offers thorough and layered explanations."", ""The phrase 'emotional support' implies that teacher feedback includes a relational and personal element, fostering a sense of connection. This aligns with the Personal code, which captures feedback that demonstrates awareness of individual needs and preferences.""]";3;4;4;4;0.4;0.4;0.4;0.4;0.4;0.4;1.0;1.0;1.0;1.0;1.0;0.4;0.4;0.4
R_4CKOoHgU8hp01rg;Question 40;Please describe any differences in how it impacted your learning (comparing GenAI and your teacher)?;"Immediate Accessibility vs. Depth of Understanding:
GenAI: Provides instant feedback, which is great for quick answers, revision, or clarification of simple concepts. This immediate response helps with surface-level learning and understanding new topics quickly. However, it may not delve deeply into why something is correct or incorrect, which can limit deeper conceptual learning.
Teacher: While teacher feedback might take longer, it often fosters a deeper understanding. Teachers provide context, explain thought processes, and focus on correcting misunderstandings in a more thorough manner. This depth helps with mastering difficult topics and long-term retention.
Adaptability to Learning Styles:
GenAI: Can adapt to different inputs and provide general explanations, but lacks the nuanced understanding of your individual learning preferences. It often presents information in a neutral, one-size-fits-all manner, which might not always align with your learning style.
Teacher: Can tailor feedback to your personal learning preferences and adjust explanations based on your strengths and weaknesses. This personalized guidance can be more effective in addressing gaps in your knowledge.
Self-Learning vs. Guided Learning:
GenAI: Encourages a degree of self-learning and exploration. Since you often have to interpret and apply the feedback yourself, it can build self-reliance and problem-solving skills. However, this may sometimes leave you without the clarity or support you need for more complex issues.
Teacher: Offers a more guided learning experience, ensuring you understand each step of the process. They can break down complicated problems, helping you connect concepts in ways you might not have thought of independently.
Motivation and Confidence:
GenAI: Provides neutral, objective feedback, which can be helpful, but it lacks emotional encouragement or personalized support. While it may clarify doubts, it doesn’t necessarily boost motivation or confidence as much.
Teacher:";['A-more', 'A-less'];['Speed', 'In-depth'];['A-more', 'A-less', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'Understanding', 'Understanding', 'Contextualised', 'Personal', 'Personal', 'Less effort', 'Less effort', 'Positive', 'Positive'];['Processes', 'Sense-making', 'Sense-making', 'Information', 'Relational', 'Relational', 'Processes', 'Processes', 'Feeling', 'Feeling'];['Access', 'Sense-making', 'Sense-making', 'Quality', 'Relational', 'Relational', 'Effort', 'Effort', 'Feeling', 'Feeling'];"[""The phrase 'Provides instant feedback' directly maps to the Speed code, as it highlights the immediacy of AI feedback compared to teachers."", ""The statement 'it may not delve deeply into why something is correct or incorrect' indicates a limitation in AI's ability to foster deeper understanding, which aligns with the Understanding code."", ""The description 'fosters a deeper understanding' and 'provides context, explain thought processes' directly aligns with the Understanding code, as it highlights the teacher's ability to clarify and deepen conceptual learning."", ""The phrase 'provides context, explain thought processes' indicates that teacher feedback is adapted to specific learning needs, which aligns with the Contextualised code."", ""The statement 'lacks the nuanced understanding of your individual learning preferences' indicates that AI feedback is less personalized, which aligns with the Personal code."", ""The statement 'Can tailor feedback to your personal learning preferences' highlights the teacher's ability to provide personalized guidance, which aligns with the Personal code."", ""The statement 'Encourages a degree of self-learning and exploration' implies that AI feedback requires students to put in more effort to interpret and apply it, contrasting with guided learning."", ""The statement 'Offers a more guided learning experience' indicates that teacher feedback reduces the effort required by students to understand and apply feedback, aligning with the Less effort code."", ""The statement 'lacks emotional encouragement or personalized support' indicates that AI feedback is less likely to evoke positive feelings, aligning with the Positive code."", ""The statement 'boost motivation or confidence as much' implies that teacher feedback is more likely to evoke positive feelings, aligning with the Positive code.""]";['A-more', 'A-less', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'Understanding', 'Understanding', 'Contextualised', 'Personal', 'Personal', 'Less effort', 'Less effort', 'Positive', 'Positive'];['Processes', 'Sense-making', 'Sense-making', 'Information', 'Relational', 'Relational', 'Processes', 'Processes', 'Feeling', 'Feeling'];['Access', 'Sense-making', 'Sense-making', 'Quality', 'Relational', 'Relational', 'Effort', 'Effort', 'Feeling', 'Feeling'];"[""The phrase 'Provides instant feedback' directly maps to the Speed code, as it highlights the immediacy of AI feedback compared to teachers."", ""The statement 'it may not delve deeply into why something is correct or incorrect' indicates a limitation in AI's ability to foster deeper understanding, which aligns with the Understanding code."", ""The description 'fosters a deeper understanding' and 'provides context, explain thought processes' directly aligns with the Understanding code, as it highlights the teacher's ability to clarify and deepen conceptual learning."", ""The phrase 'provides context, explain thought processes' indicates that teacher feedback is adapted to specific learning needs, which aligns with the Contextualised code."", ""The statement 'lacks the nuanced understanding of your individual learning preferences' indicates that AI feedback is less personalized, which aligns with the Personal code."", ""The statement 'Can tailor feedback to your personal learning preferences' highlights the teacher's ability to provide personalized guidance, which aligns with the Personal code."", ""The statement 'Encourages a degree of self-learning and exploration' implies that AI feedback requires students to put in more effort to interpret and apply it, contrasting with guided learning."", ""The statement 'Offers a more guided learning experience' indicates that teacher feedback reduces the effort required by students to understand and apply feedback, aligning with the Less effort code."", ""The statement 'lacks emotional encouragement or personalized support' indicates that AI feedback is less likely to evoke positive feelings, aligning with the Positive code."", ""The statement 'boost motivation or confidence as much' implies that teacher feedback is more likely to evoke positive feelings, aligning with the Positive code.""]";['A-more', 'A-less', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'Understanding', 'Understanding', 'Contextualised', 'Personal', 'Personal', 'Less effort', 'Less effort', 'Positive', 'Positive'];['Processes', 'Sense-making', 'Sense-making', 'Information', 'Relational', 'Relational', 'Processes', 'Processes', 'Feeling', 'Feeling'];['Access', 'Sense-making', 'Sense-making', 'Quality', 'Relational', 'Relational', 'Effort', 'Effort', 'Feeling', 'Feeling'];"[""The phrase 'Provides instant feedback' directly maps to the Speed code, as it highlights the immediacy of AI feedback compared to teachers."", ""The statement 'it may not delve deeply into why something is correct or incorrect' indicates a limitation in AI's ability to foster deeper understanding, which aligns with the Understanding code."", ""The description 'fosters a deeper understanding' and 'provides context, explain thought processes' directly aligns with the Understanding code, as it highlights the teacher's ability to clarify and deepen conceptual learning."", ""The phrase 'provides context, explain thought processes' indicates that teacher feedback is adapted to specific learning needs, which aligns with the Contextualised code."", ""The statement 'lacks the nuanced understanding of your individual learning preferences' indicates that AI feedback is less personalized, which aligns with the Personal code."", ""The statement 'Can tailor feedback to your personal learning preferences' highlights the teacher's ability to provide personalized guidance, which aligns with the Personal code."", ""The statement 'Encourages a degree of self-learning and exploration' implies that AI feedback requires students to put in more effort to interpret and apply it, contrasting with guided learning."", ""The statement 'Offers a more guided learning experience' indicates that teacher feedback reduces the effort required by students to understand and apply feedback, aligning with the Less effort code."", ""The statement 'lacks emotional encouragement or personalized support' indicates that AI feedback is less likely to evoke positive feelings, aligning with the Positive code."", ""The statement 'boost motivation or confidence as much' implies that teacher feedback is more likely to evoke positive feelings, aligning with the Positive code.""]";2;10;10;10;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.6666666666666666;0.6666666666666666;0.6666666666666666;1.0;1.0;0.09090909090909091;0.09090909090909091;0.09090909090909091
R_4CKOoHgU8hp01rg;Question 41;Were there any differences in how the feedback made you feel (comparing GenAI and your teacher)?;No;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
R_4CKOoHgU8hp01rg;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;"Depth of Feedback:
GenAI: Provides general and broad feedback based on the information it has been trained on, with a focus on a variety of subjects and technical accuracy. It may offer suggestions for improving clarity, structure, and logic, but sometimes lacks detailed, personalized insight.
Teacher: Offers more specific, individualized feedback. A teacher can pinpoint exactly where your misunderstandings lie and offer tailored advice based on your learning history, class discussions, and personal strengths/weaknesses.
Interaction and Clarification:
GenAI: While it can provide immediate responses, any clarification requests might lead to further iterations that don’t fully address specific nuances or educational standards.
Teacher: Can provide real-time interaction, and their feedback can evolve during a conversation. Teachers can adapt their feedback based on your immediate questions and guide you through complex concepts interactively.
Personal Context:
GenAI: Offers neutral and objective responses, not necessarily aware of your personal goals, context, or progress unless you provide that background explicitly.
Teacher: Knows your academic history, learning style, and class performance, allowing them to give feedback that aligns with your personal development and educational goals.
Focus on Practical Application:
GenAI: May provide theoretical advice and focus on ideal answers. It doesn’t always account for real-world applications or specific academic contexts unless explicitly prompted.
Teacher: Can emphasize the practical application of knowledge, often linking feedback to how concepts will be tested, used in projects, or applied in professional settings.";['A-more', 'T-more', 'A-less', 'T-more'];['Speed', 'Contextualised', 'Relevance', 'Personal'];['A-less', 'T-more', 'T-more', 'A-more', 'A-less', 'T-more', 'T-more', 'A-more', 'T-more', 'T-more', 'A-less', 'A-more', 'T-more', 'A-less'];['In-depth', 'Specificity', 'Personal', 'Speed', 'Less effort', 'Less effort', 'Expert', 'Objective', 'Personal', 'Contextualised', 'Contextualised', 'Reliable', 'Utility', 'Utility'];['Information', 'Information', 'Relational', 'Processes', 'Processes', 'Processes', 'Relational', 'Information', 'Relational', 'Information', 'Information', 'Information', 'Information', 'Information'];['Quality', 'Quality', 'Relational', 'Access', 'Effort', 'Effort', 'Relational', 'Quality', 'Relational', 'Quality', 'Quality', 'Quality', 'Quality', 'Quality'];"[""The statement 'sometimes lacks detailed, personalized insight' indicates that GenAI provides less comprehensive and nuanced feedback compared to teachers. This aligns with the In-depth code, which captures the extent of detail and thoroughness in feedback."", ""The phrase 'offers more specific, individualized feedback' directly highlights the teacher's ability to provide detailed and precise feedback. This matches the Specificity code, which captures the concreteness and precision of feedback."", ""The statement 'tailored advice based on your learning history, class discussions, and personal strengths/weaknesses' reflects the teacher's ability to personalize feedback. This aligns with the Personal code, which captures relational support and individual awareness."", ""The phrase 'can provide immediate responses' indicates that GenAI offers faster feedback compared to teachers. This aligns with the Speed code, which captures the immediacy of receiving feedback."", ""The statement 'any clarification requests might lead to further iterations that don't fully address specific nuances' suggests that GenAI requires more effort to obtain satisfactory clarification. This contrasts with the Less effort code, which highlights reduced cognitive or procedural load."", ""The statement 'feedback can evolve during a conversation' indicates that teachers can adapt their feedback interactively, reducing the effort required to clarify or refine understanding. This aligns with the Less effort code."", ""The statement 'guide you through complex concepts interactively' reflects the teacher's expertise and ability to provide informed, authoritative guidance. This aligns with the Expert code."", ""The statement 'offers neutral and objective responses' directly highlights GenAI's impartiality. This aligns with the Objective code, which captures feedback free of personal bias."", ""The statement 'knows your academic history, learning style, and class performance' reflects the teacher's ability to provide feedback tailored to the student's personal context. This aligns with the Personal code."", ""The statement 'aligns with your personal development and educational goals' indicates that teacher feedback is adapted to the student's specific context. This matches the Contextualised code, which captures situationally aware feedback."", ""The statement 'not necessarily aware of your personal goals, context, or progress unless you provide that background explicitly' indicates that GenAI feedback is less adapted to the student's specific context. This aligns with the Contextualised code."", ""The statement 'focus on a variety of subjects and technical accuracy' suggests that GenAI feedback is technically precise and trustworthy. This aligns with the Reliable code, which captures accuracy and trustworthiness."", ""The statement 'linking feedback to how concepts will be tested, used in projects, or applied in professional settings' highlights the practical applicability of teacher feedback. This aligns with the Utility code, which captures feedback that is directly helpful and usable."", ""The statement 'doesn't always account for real-world applications or specific academic contexts unless explicitly prompted' indicates that GenAI feedback is less practical and usable compared to teacher feedback. This aligns with the Utility code.""]";['A-more', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less'];['Speed', 'Specificity', 'Personal', 'Contextualised', 'Contextualised', 'Reliable', 'Utility', 'Utility'];['Processes', 'Information', 'Relational', 'Information', 'Information', 'Information', 'Information', 'Information'];['Access', 'Quality', 'Relational', 'Quality', 'Quality', 'Quality', 'Quality', 'Quality'];"[""The statement 'AI can provide immediate responses' directly highlights the speed at which GenAI delivers feedback. This aligns with the Speed code, which captures the immediacy and time-saving aspects of feedback."", ""The phrase 'teachers offer more specific, individualized feedback' explicitly indicates that teacher feedback is more detailed and tailored. This matches the Specificity code, which captures the concreteness and precision of feedback."", ""The statement 'teachers know your academic history and learning style' reflects the teacher's ability to provide personalized feedback. This aligns with the Personal code, which captures relational support and individual awareness."", ""The statement 'AI doesn't necessarily know your personal goals or context unless you provide that background' indicates that GenAI feedback is less adapted to the student's specific context. This aligns with the Contextualised code."", ""The statement 'teachers align feedback with your personal development and educational goals' highlights the teacher's ability to adapt feedback to the student's specific context. This matches the Contextualised code."", ""The statement 'AI focuses on technical accuracy' suggests that GenAI feedback is precise and trustworthy. This aligns with the Reliable code, which captures accuracy and trustworthiness."", ""The statement 'teachers link feedback to how concepts will be tested or applied in professional settings' highlights the practical applicability of teacher feedback. This aligns with the Utility code, which captures feedback that is directly helpful and usable."", ""The statement 'AI doesn't always account for real-world applications unless explicitly prompted' indicates that GenAI feedback is less practical and usable compared to teacher feedback. This aligns with the Utility code.""]";['A-more', 'T-more', 'T-more', 'A-less', 'T-more', 'A-more', 'T-more', 'A-less'];['Speed', 'Specificity', 'Personal', 'Contextualised', 'Contextualised', 'Reliable', 'Utility', 'Utility'];['Processes', 'Information', 'Relational', 'Information', 'Information', 'Information', 'Information', 'Information'];['Access', 'Quality', 'Relational', 'Quality', 'Quality', 'Quality', 'Quality', 'Quality'];"[""The statement 'AI can provide immediate responses' directly highlights the speed at which GenAI delivers feedback. This aligns with the Speed code, which captures the immediacy and time-saving aspects of feedback."", ""The phrase 'teachers offer more specific, individualized feedback' explicitly indicates that teacher feedback is more detailed and tailored. This matches the Specificity code, which captures the concreteness and precision of feedback."", ""The statement 'teachers know your academic history and learning style' reflects the teacher's ability to provide personalized feedback. This aligns with the Personal code, which captures relational support and individual awareness."", ""The statement 'AI doesn't necessarily know your personal goals or context unless you provide that background' indicates that GenAI feedback is less adapted to the student's specific context. This aligns with the Contextualised code."", ""The statement 'teachers align feedback with your personal development and educational goals' highlights the teacher's ability to adapt feedback to the student's specific context. This matches the Contextualised code."", ""The statement 'AI focuses on technical accuracy' suggests that GenAI feedback is precise and trustworthy. This aligns with the Reliable code, which captures accuracy and trustworthiness."", ""The statement 'teachers link feedback to how concepts will be tested or applied in professional settings' highlights the practical applicability of teacher feedback. This aligns with the Utility code, which captures feedback that is directly helpful and usable."", ""The statement 'AI doesn't always account for real-world applications unless explicitly prompted' indicates that GenAI feedback is less practical and usable compared to teacher feedback. This aligns with the Utility code.""]";4;14;8;8;0.2727272727272727;0.42857142857142855;0.42857142857142855;0.2;0.3333333333333333;0.3333333333333333;1.0;1.0;1.0;0.7333333333333334;0.7142857142857143;0.2;0.3333333333333333;0.3333333333333333
R_4Ka5vRl3NuBJ1Af;Question 40;Please describe any differences in how it impacted your learning (comparing GenAI and your teacher)?;Feedbacks from Gen AI are generic but broader in persepctives which may further spur more thoughts. Feedbacks from teacher are personalized and more specific;['A-less', 'T-more'];['Specificity', 'Contextualised'];['A-more', 'T-more'];['In-depth', 'Specificity'];['Information', 'Information'];['Quality', 'Quality'];"[""The phrase 'broader in perspectives' suggests that GenAI feedback provides a wider range of ideas or considerations, aligning with the In-depth code, which captures comprehensive and nuanced feedback."", ""The statement 'Feedbacks from teacher are personalized and more specific' directly indicates that teacher feedback is detailed and concrete, which matches the Specificity code.""]";['A-more', 'T-more'];['In-depth', 'Specificity'];['Information', 'Information'];['Quality', 'Quality'];"[""The phrase 'broader in perspectives' suggests that GenAI feedback provides a wider range of ideas or considerations, aligning with the In-depth code, which captures comprehensive and nuanced feedback."", ""The statement 'Feedbacks from teacher are personalized and more specific' directly indicates that teacher feedback is detailed and concrete, which matches the Specificity code.""]";['A-more', 'T-more'];['In-depth', 'Specificity'];['Information', 'Information'];['Quality', 'Quality'];"[""The phrase 'broader in perspectives' suggests that GenAI feedback provides a wider range of ideas or considerations, aligning with the In-depth code, which captures comprehensive and nuanced feedback."", ""The statement 'Feedbacks from teacher are personalized and more specific' directly indicates that teacher feedback is detailed and concrete, which matches the Specificity code.""]";2;2;2;2;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;1.0;1.0;0.0;0.0;0.0
R_4Ka5vRl3NuBJ1Af;Question 41;Were there any differences in how the feedback made you feel (comparing GenAI and your teacher)?;both are equally useful and can be combined to achieve better outcomes;['B-similar'];['Utility'];['B-similar'];['Importance'];['Value'];['Value'];"[""The phrase 'both are equally useful' explicitly indicates that the student perceives both AI and teacher feedback as having comparable significance, aligning with the Importance code under the Value theme.""]";['A-more', 'T-more'];['Speed', 'Reliable'];['Processes', 'Information'];['Access', 'Quality'];"[""The student mentions 'AI provides feedback instantly,' which directly relates to the Speed code, as it highlights the immediacy and time-saving nature of AI feedback compared to teachers."", ""The student states 'teacher feedback is more trustworthy,' which explicitly points to the Reliable code, as it reflects the trustworthiness and accuracy of teacher feedback compared to AI.""]";['A-more', 'T-more'];['Speed', 'Reliable'];['Processes', 'Information'];['Access', 'Quality'];"[""The student explicitly states that 'AI provides feedback instantly,' which directly aligns with the Speed code, as it highlights the immediacy and efficiency of AI feedback compared to teachers."", ""The student mentions 'teacher feedback is more trustworthy,' which directly maps to the Reliable code, as it reflects the trustworthiness and accuracy of teacher feedback compared to AI.""]";1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0
R_4Ka5vRl3NuBJ1Af;Question 42;Describe any other differences between the feedback you received from GenAI and your teacher.;Gen AI allowed me to take my time to ask for feedbacks and any follow-up quesitons, while from teachers, sometimes there's an unspoken pressure to keep the question/answer process to be efficient (as quick and as precise as possible);['A-more', 'T-more'];['Ease', 'Risky'];['A-more', 'T-more'];['Ease', 'Risky'];['Processes', 'Relational'];['Access', 'Relational'];"[""The phrase 'allowed me to take my time to ask for feedbacks and any follow-up questions' indicates that GenAI provides a more relaxed and convenient process for obtaining feedback, aligning with the Ease code."", ""The mention of 'unspoken pressure to keep the question/answer process to be efficient' suggests a sense of vulnerability or fear of judgment when interacting with teachers, which aligns with the Risky code.""]";['A-more', 'T-more'];['Ease', 'Risky'];['Processes', 'Relational'];['Access', 'Relational'];"[""The student describes being able to 'take my time to ask for feedbacks and any follow-up questions,' which suggests that GenAI provides a more convenient and accessible process for obtaining feedback compared to teachers. This aligns with the Ease code."", ""The student mentions an 'unspoken pressure to keep the question/answer process to be efficient' when interacting with teachers, which implies a sense of vulnerability or fear of judgment. This aligns with the Risky code, as it reflects perceived relational risks in the feedback process with teachers.""]";['A-more', 'T-more'];['Ease', 'Risky'];['Processes', 'Relational'];['Access', 'Relational'];"[""The student mentions that GenAI 'allowed me to take my time to ask for feedbacks and any follow-up questions,' which directly indicates a more convenient and accessible process for obtaining feedback. This aligns with the Ease code."", ""The student describes an 'unspoken pressure to keep the question/answer process to be efficient' when interacting with teachers, which suggests a sense of vulnerability or fear of judgment. This aligns with the Risky code, as it reflects relational risks in the feedback process with teachers.""]";2;2;2;2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
